Author,Title,Keywords,Year,Type Pulication,DOI
"Alexander, Rohan and Lyons, Kelly and Alexopoulos, Michelle and Austin, Lisa",Workshop on Barriers to Data Science Adoption: Why Existing Frameworks Aren't Working,"data science adoption, legal, challenges, business practices, organisational",2019,inproceedings,empty
"Stefanidis, Dimosthenis and Christodoulou, Chrysovalantis and Symeonidis, Moysis and Pallis, George and Dikaiakos, Marios and Pouis, Loukas and Orphanou, Kalia and Lampathaki, Fenareti and Alexandrou, Dimitrios",The ICARUS Ontology: A General Aviation Ontology Developed Using a Multi-Layer Approach,"ontology, datasets, aviation, queries, services",2020,inproceedings,10.1145/3405962.3405983
"Klein, Martin and Xie, Zhiwu and Fox, Edward A.",Web Archiving and Digital Libraries (WADL),"web archiving, digital preservation, community building",2018,inproceedings,10.1145/3197026.3200209
"Tang, Xinzhong and Zhuang, Bing and Yao, Ying and Dong, Xuesong",Research on High-Reliability Intelligent-Sensing Health Service Support Platform and Key Technologies Based on Biometrics and Blockchain Security Technology,"blockchain, deep learning, High-reliability, health services, biological characteristics",2021,inproceedings,10.1145/3482632.3487461
"Yang, Rui",Statistics and Mining Analysis of Lightning Monitoring Data in Power Grid Based on Classical Metrology Model,empty,2021,inproceedings,10.1145/3482632.3484010
"Baban, Philsy",Pre-Processing and Data Validation in IoT Data Streams,"data validation, stream processing, data pre-processing, resiliency",2020,inproceedings,10.1145/3401025.3406443
"Manea, Vlad and Berrocal, Allan and De Masi, Alexandre and M\o{}ller, Naja Holten and Wac, Katarzyna and Bayer, Hannah and Lehmann, Sune and Ashley, Euan",LDC '19: International Workshop on Longitudinal Data Collection in Human Subject Studies,"mobile devices, panel technique, in situ, human sensing, longitudinal studies, human subject studies",2019,inproceedings,10.1145/3341162.3347758
"Zeleti, Fatemeh Ahmadi and Ojo, Adegboyega",An Ontology for Open Government Data Business Model,"and business model ontology, formal conceptualization, open data-driven organization, open data business model, e-Business ontology, Open government data, e-Commerce ontology",2017,inproceedings,10.1145/3047273.3047327
"Song, Zekun and Zhang, Lvyang and Liu, Tao and Chen, Ying",Ranking Learning Algorithm of Information Retrieval Based on WeChat Public Numbers,"WeChatpublic number, Recommendation system, Meta data model, Rank learning algorithm",2017,inproceedings,10.1145/3078564.3078572
"Beek, Wouter and Fern\'{a}ndez, Javier D. and Verborgh, Ruben",LOD-a-Lot: A Single-File Enabler for Data Science,empty,2017,inproceedings,10.1145/3132218.3132241
"Resch, Bernd and Blaschke, Thomas",Fusing Human and Technical Sensor Data: Concepts and Challenges,empty,2015,article,10.1145/2826686.2826692
"Cabanac, Guillaume and Chandrasekaran, Muthu Kumar and Frommholz, Ingo and Jaidka, Kokil and Kan, Min-Yen and Mayr, Philipp and Wolfram, Dietmar",Joint Workshop on Bibliometric-Enhanced Information Retrieval and Natural Language Processing for Digital Libraries (BIRNDL 2016),"bibliometrics, digital libraries, information retrieval, natural language processing, text mining",2016,inproceedings,10.1145/2910896.2926734
"De Aguiar, Erikson J\'{u}lio and Fai\c{c}al, Bruno S. and Krishnamachari, Bhaskar and Ueyama, J\'{o}",A Survey of Blockchain-Based Strategies for Healthcare,"distributed ledger technology, healthcare, Distributed systems, blockchain, medical, survey",2020,article,10.1145/3376915
"Wang, Ying and Wen, Ming and Liu, Zhenwei and Wu, Rongxin and Wang, Rui and Yang, Bo and Yu, Hai and Zhu, Zhiliang and Cheung, Shing-Chi",Do the Dependency Conflicts in My Project Matter?,"Empirical study, static analysis, third party library",2018,inproceedings,10.1145/3236024.3236056
empty,Preface,empty,2019,inbook,empty
"Herschel, Melanie and Diestelk\""{a}mper, Ralf and Ben Lahmar, Houssem",A Survey on Provenance: What for? What Form? What From?,"Provenance requirements, Provenance types, Provenance capture, Provenance applications, Survey, Workflow provenance, Data provenance",2017,article,10.1007/s00778-017-0486-1
"Tian, Bing and Lv, Shuqing and Yin, Qilin and Li, Ning and Zhang, Yue and Liu, Ziyan",Real-Time Dynamic Data Desensitization Method Based on Data Stream,"data desensitization, stream data, dynamic desensitization",2019,inproceedings,10.1145/3373477.3373499
"Schaberreiter, Thomas and Kupfersberger, Veronika and Rantos, Konstantinos and Spyros, Arnolnt and Papanikolaou, Alexandros and Ilioudis, Christos and Quirchmayr, Gerald",A Quantitative Evaluation of Trust in the Quality of Cyber Threat Intelligence Sources,"trust indicators, Cooperative and collaborative cybersecurity, cyber threat intelligence source evaluation, quality parameters, cyber threat information sharing",2019,inproceedings,10.1145/3339252.3342112
"Koesten, Laura and Simperl, Elena",UX of Data: Making Data Available Doesn't Make It Usable,empty,2021,article,10.1145/3448888
"Qin, Xuedi and Luo, Yuyu and Tang, Nan and Li, Guoliang",Making Data Visualization More Efficient and Effective: A Survey,"Data visualization, Efficient data visualization, Visualization languages, Data visualization recommendation",2020,article,10.1007/s00778-019-00588-3
"de Jager, Tiaan and Brown, Irwin",A Descriptive Categorized Typology of Requisite Skills for Business Intelligence Professionals,"Typology, Business Intelligence, IT Skills, IS Profession, Analytics",2016,inproceedings,10.1145/2987491.2987521
"Siqueira, Sean W. M. and Carvalho, Sergio T.","Session Details: Main Track - Management, Governance, and Government",empty,2015,inproceedings,empty
"Al-Jaroodi, Jameela and Mohamed, Nader and Jawhar, Imad",A Service-Oriented Middleware Framework for Manufacturing Industry 4.0,"fog computing, cloud computing, cyber-physical systems, smart manufacturing, IoT, industry 4.0, middleware",2018,article,10.1145/3292384.3292389
"Chaudhuri, Surajit and Dayal, Umeshwar and Narasayya, Vivek",An Overview of Business Intelligence Technology,empty,2011,article,10.1145/1978542.1978562
"Valachamy, Mageshwari and Sahibuddin, Shamsul and Ahmad, Noor Azurati and Bakar, Nur Azaliah Abu",Geospatial Data Sharing: Preliminary Studies on Issues and Challenges in Natural Disaster Management,"Spatial Data Infrastructure, Spatial data, Issues and Challenges, Sharing, Geospatial data",2020,inproceedings,10.1145/3384544.3384596
"Morstatter, Fred and Liu, Huan",Replacing Mechanical Turkers? Challenges in the Evaluation of Models with Semantic Properties,"crowdsourcing, Artificial intelligence, data mining, automation, evaluation",2016,article,10.1145/2935752
"H. Gyldenkaerne, Christopher and From, Gustav and M\o{}nsted, Troels and Simonsen, Jesper",PD and The Challenge of AI in Health-Care,"Artificial Intelligence, Primary- and Secondary Use data, precision medicine, Electronic Health Record data, Participatory Design",2020,inproceedings,10.1145/3384772.3385138
"Maamar, Zakaria and Baker, Thar and Faci, Noura and Ugljanin, Emir and Khafajiy, Mohammed Al and Bur\'{e}gio, Vanilson",Towards a Seamless Coordination of Cloud and Fog: Illustration through the Internet-of-Things,"internet-of-things, coordination, cloud, healthcare, fog",2019,inproceedings,10.1145/3297280.3297477
"Baeza-Yates, Ricardo",Bias on the Web,empty,2018,article,10.1145/3209581
empty,References,empty,2019,inbook,empty
"Ali, Syed Muhammad and Wrembel, Robert",From Conceptual Design to Performance Optimization of ETL Workflows: Current State of Research and Open Problems,"ETL logical design, ETL optimization, ETL workflow, ETL physical implementation, ETL conceptual design",2017,article,10.1007/s00778-017-0477-2
"Tan, Wenan and Jiang, Zihui",A Novel Experience-Based Incentive Mechanism for Mobile Crowdsensing System,"incentive mechanism, sensor network, fairness competition, mobile crowdsensing",2019,inproceedings,10.1145/3371425.3371459
"Baasch, Gaby and Wicikowski, Adam and Faure, Ga\""{e}lle and Evins, Ralph",Comparing Gray Box Methods to Derive Building Properties from Smart Thermostat Data,"Buildings, thermal characteristics, smart thermostats, gray box models",2019,inproceedings,10.1145/3360322.3360836
"Truong, Hong-Linh","Dynamic IoT Data, Protocol, and Middleware Interoperability with Resource Slice Concepts and Tools: Tutorial","cloud computing, IoT interoperability, resource slice",2018,inproceedings,10.1145/3277593.3277642
"Alonso, Omar and Kamps, Jaap and Karlgren, Jussi",Seventh Workshop on Exploiting Semantic Annotations in Information Retrieval (ESAIR'14): CIKM 2014 Workshop,"graph search, query suggest, semantic annotation",2014,inproceedings,10.1145/2661829.2663539
"Zouari, Firas and Kabachi, Nadia and Boukadi, Khouloud and Ghedira Guegan, Chirine",Data Management in the Data Lake: A Systematic Mapping,"Systematic mapping, Data management, Data lake",2021,inproceedings,10.1145/3472163.3472173
"Li, Xi and Wang, Zehua and Leung, Victor C. M. and Ji, Hong and Liu, Yiming and Zhang, Heli",Blockchain-Empowered Data-Driven Networks: A Survey and Outlook,"networking technologies, blockchain, Data-driven networks, blockchain-empowered data-driven networks",2021,article,10.1145/3446373
"Rizzo, Giuseppe and Corcho, Oscar and Troncy, Rapha\""{e}l and Plu, Julien and Hermida, Juan Carlos Ballesteros and Assaf, Ahmad",The 3cixty Knowledge Base for Expo Milano 2015: Enabling Visitors to Explore the City,"Expo 2015, Smart City, Knowledge base, 3cixty, Data Integration, Data Reconciliation",2015,inproceedings,10.1145/2815833.2816944
"Lin, Yuxiang and Dong, Wei and Chen, Yuan",Calibrating Low-Cost Sensors by a Two-Phase Learning Approach for Urban Air Quality Measurement,"Sensor calibration, Mobile sensor network, Low-cost sensors, Air quality",2018,article,10.1145/3191750
"Deng, Alex and Dmitriev, Pavel and Gupta, Somit and Kohavi, Ron and Raff, Paul and Vermeer, Lukas",A/B Testing at Scale: Accelerating Software Innovation,"experimentation, a/b testing",2017,inproceedings,10.1145/3077136.3082060
"Jilani, Musfira and Corcoran, Padraig and Bertolotto, Michela",A Multi-Layer CRF Based Methodology for Improving Crowdsourced Street Semantics,"Conditional Random Fields, OpenStreetMap, Hierarchical Classification, Street Networks, Semantics",2018,inproceedings,10.1145/3283207.3283210
"Caruccio, Loredana and Deufemia, Vincenzo and Polese, Giuseppe",On the Discovery of Relaxed Functional Dependencies,"Database integration, functional dependency, discovery algorithm, approximate match",2016,inproceedings,10.1145/2938503.2938519
empty,Conclusion and Future Thoughts,empty,2019,inbook,empty
"Razzaque, M. A. and Hira, Muta Tah and Dira, Mukta",QoS in Body Area Networks: A Survey,"QoS, medical care, healthcare, Body area networks, cloud computing",2017,article,10.1145/3085580
"Nyk\""{a}nen, Ossi",Datamap Visualization Technique for Interactively Visualizing Large Datasets,"Datamap visualization, Interactive data exploration and discovery, Data and knowledge visualization, Visualization techniques and methodologies",2013,inproceedings,10.1145/2523429.2523458
"Grillenberger, Andreas and Romeike, Ralf",Key Concepts of Data Management: An Empirical Approach,"model, CS education, principles, data management, mechanics, key concepts, practices, core technologies",2017,inproceedings,10.1145/3141880.3141886
"Guo, Yuanyuan",Data Protection Measures in E-Society: Policy Implications of British Data Protection Act to China,"Private information, Public policy, Data protection, E-society",2021,inproceedings,10.1145/3485768.3485770
"Diamantini, Claudia and Potena, Domenico and Storti, Emanuele",A Semantic Data Lake Model for Analytic Query-Driven Discovery,"indicator, ontology, query-driven discovery, Data Lake",2021,inproceedings,10.1145/3487664.3487783
"MacLean, Diana Lynn",Gathering People to Gather Data,empty,2014,article,10.1145/2676566
"Baker, Karen S. and Karasti, Helena",Data Care and Its Politics: Designing for Local Collective Data Management as a Neglected Thing,"science and technology studies, local collective data management, infrastructuring, information infrastructure, partnering designer, politics, information management, participatory design, matters of care, data care",2018,inproceedings,10.1145/3210586.3210587
"Pugmire, David and Bozda\u{g}, Ebru and Lefebvre, Matthieu and Tromp, Jeroen and Komatitsch, Dmitri and Peter, Daniel and Podhorszki, Norbert and Hill, Judith",Pillars of the Mantle: Imaging the Interior of the Earth with Adjoint Tomography,empty,2017,inproceedings,10.1145/3093338.3104170
"Leibold, Christian F. and Spies, Marcus",Towards a Pattern Language for Cognitive Systems Integration,"pattern language, cognitive systems, scope identification, requirements engineering, enterprise integration pattern, social and ethical impact",2014,inproceedings,10.1145/2721956.2721968
"Ding, Xiaoou and Wang, Hongzhi and Su, Jiaxuan and Li, Zijue and Li, Jianzhong and Gao, Hong",Cleanits: A Data Cleaning System for Industrial Time Series,empty,2019,article,10.14778/3352063.3352066
"Su, Hang and He, Qian and Guo, Biao",KPI Anomaly Detection Method for Data Center AIOps Based on GRU-GAN,"KPI Anomaly Detection, GRU, GAN, AIOps, Data Center",2021,inproceedings,10.1145/3485314.3485323
"Nurmikko-Fuller, Terhi and Pickering, Paul",Reductio Ad Absurdum?: From Analogue Hypertext to Digital Humanities,"hypertext, linked data, information aggregation, political history, australian history",2021,inproceedings,10.1145/3465336.3475107
"Brolch\'{a}in, Niall \'{O} and Porwol, Lukasz and Ojo, Adegboyega and Wagner, Tilman and Lopez, Eva Tamara and Karstens, Eric",Extending Open Data Platforms with Storytelling Features,"Open Data, Data-Driven Journalism, YDS Platform, Journalism, Data-Driven Storytelling, Usable Open Data Platform",2017,inproceedings,10.1145/3085228.3085283
"Agosti, Maristella and Fuhr, Norbert and Toms, Elaine and Vakkari, Pertti",Evaluation Methodologies in Information Retrieval Dagstuhl Seminar 13441,empty,2014,article,10.1145/2641383.2641390
"Bishop, Bradley Wade and Hank, Carolyn",Data Curation Profiling of Biocollections,"biocollections, data curation profiles, data curation, data provenance, biology",2016,inproceedings,empty
